raw_text,title,denomination,category,date_of_issue,Image
"A commemorative postage stamp on  FIRST TRIENNALE NEW DELHI 

 Date of Issue:  31 Mar 1968
 Denomination: 15 nP
 Category: Event",FIRST TRIENNALE NEW DELHI,15 nP,Event,31 Mar 1968,https://postagestamps.gov.in/Images/Stamps1968/31-03-1968.jpg
"A commemorative postage stamp on  MAXIM GORKY 1868-1936 

 Date of Issue:  28 Mar 1968
 Denomination: 15 nP
 Category: Personality",MAXIM GORKY 1868-1936,15 nP,Personality,28 Mar 1968,https://postagestamps.gov.in/Images/Stamps1968/28-03-1968.jpg
"A commemorative postage stamp on  AMRITA BAZAR PATRIKA CENTENARY 

 Date of Issue:  20 Feb 1968
 Denomination: 15 nP
 Category: Event",AMRITA BAZAR PATRIKA CENTENARY,15 nP,Event,20 Feb 1968,https://postagestamps.gov.in/Images/Stamps1968/20-02-1968.jpg
"A commemorative postage stamp on  UN CONFERENCE ON TRADE AND DEVELOPMENT 

 Date of Issue:  01 Feb 1968
 Denomination: 15 nP
 Category: Event",UN CONFERENCE ON TRADE AND DEVELOPMENT,15 nP,Event,01 Feb 1968,https://postagestamps.gov.in/Images/Stamps1968/01-02-1968.jpg
"A commemorative postage stamp on  II INTERNATIONAL CONFERENCE SEMINAR OF TAMIL STUDIES 

 Date of Issue:  03 Jan 1968
 Denomination: 15 nP
 Category: Event",II INTERNATIONAL CONFERENCE SEMINAR OF TAMIL STUDIES,15 nP,Event,03 Jan 1968,https://postagestamps.gov.in/Images/Stamps1968/03-01-1968.jpg
"A commemorative postage stamp on  INTERNATIONAL YEAR FOR HUMAN RIGHTS 

 Date of Issue:  01 Jan 1968
 Denomination: 15 nP
 Category: Event",INTERNATIONAL YEAR FOR HUMAN RIGHTS,15 nP,Event,01 Jan 1968,https://postagestamps.gov.in/Images/Stamps1968/01-01-1968.jpg
"A commemorative postage stamp on  THAKKAR BAPA 1869-1951 

 Date of Issue:  29 Nov 1969
 Denomination: 20 nP
 Category: Personality",THAKKAR BAPA 1869-1951,20 nP,Personality,29 Nov 1969,https://postagestamps.gov.in/Images/Stamps1969/29-11-1969.jpg
"A commemorative postage stamp on  SADHU VASWANI 1879-1966 

 Date of Issue:  25 Nov 1969
 Denomination: 20 nP
 Category: Personality",SADHU VASWANI 1879-1966,20 nP,Personality,25 Nov 1969,https://postagestamps.gov.in/Images/Stamps1969/25-11-1969.jpg
"A commemorative postage stamp on  INTERNATIONAL UNION FOR CONSERVATION OF NATURE AND NATURAL RESOURCES 

 Date of Issue:  24 Nov 1969
 Denomination: 20 nP
 Category: Event",INTERNATIONAL UNION FOR CONSERVATION OF NATURE AND NATURAL RESOURCES,20 nP,Event,24 Nov 1969,https://postagestamps.gov.in/Images/Stamps1969/24-11-1969.jpg
"A commemorative postage stamp on  GURU NANAK DEV 1469-1969 

 Date of Issue:  23 Nov 1969
 Denomination: 20 nP
 Category: Personality",GURU NANAK DEV 1469-1969,20 nP,Personality,23 Nov 1969,https://postagestamps.gov.in/Images/Stamps1969/23-11-1969.jpg
"A commemorative postage stamp on  MAN ON THE MOON 20-7-1969 

 Date of Issue:  19 Nov 1969
 Denomination: 20 nP
 Category: Event",MAN ON THE MOON 20-7-1969,20 nP,Event,19 Nov 1969,https://postagestamps.gov.in/Images/Stamps1969/19-11-1969.jpg
"A commemorative postage stamp on  57TH INTER-PARLIAMENTARY CONFERENCE NEW DELHI 

 Date of Issue:  30 Oct 1969
 Denomination: 20 nP
 Category: Event",57TH INTER-PARLIAMENTARY CONFERENCE NEW DELHI,20 nP,Event,30 Oct 1969,https://postagestamps.gov.in/Images/Stamps1969/30-10-1969.jpg
"A commemorative postage stamp on  IMCO-10TH ANNIVERSARY 1959-1969 

 Date of Issue:  14 Oct 1969
 Denomination: 20 nP
 Category: Event",IMCO-10TH ANNIVERSARY 1959-1969,20 nP,Event,14 Oct 1969,https://postagestamps.gov.in/Images/Stamps1969/14-10-1969.jpg
"A commemorative postage stamp on  GANDHI CENTENARY BA-BAPU 1869-1969 

 Date of Issue:  02 Oct 1969
 Denomination: 20 nP
 Category: Event",GANDHI CENTENARY BA-BAPU 1869-1969,20 nP,Event,02 Oct 1969,https://postagestamps.gov.in/Images/Stamps1969/02-10-1969-1.jpg
"A commemorative postage stamp on  GANDHI CENTENARY 1869-1969 

 Date of Issue:  02 Oct 1969
 Denomination: 75 nP
 Category: Event",GANDHI CENTENARY 1869-1969,75 nP,Event,02 Oct 1969,https://postagestamps.gov.in/Images/Stamps1969/02-10-1969-2.jpg
"A commemorative postage stamp on  GANDHI CENTENARY 1869-1969 

 Date of Issue:  02 Oct 1969
 Denomination: INR 1.00
 Category: Event",GANDHI CENTENARY 1869-1969,INR 1.00,Event,02 Oct 1969,https://postagestamps.gov.in/Images/Stamps1969/02-10-1969-3.jpg
"A commemorative postage stamp on  GANDHI CENTENARY 1869-1969 

 Date of Issue:  02 Oct 1969
 Denomination: INR 5.00
 Category: Event",GANDHI CENTENARY 1869-1969,INR 5.00,Event,02 Oct 1969,https://postagestamps.gov.in/Images/Stamps1969/02-10-1969-4.jpg
"A commemorative postage stamp on  LAXMANRAO KIRLOSKAR 1869-1956 

 Date of Issue:  20 Jun 1969
 Denomination: 20 nP
 Category: Personality",LAXMANRAO KIRLOSKAR 1869-1956,20 nP,Personality,20 Jun 1969,https://postagestamps.gov.in/Images/Stamps1969/20-06-1969.jpg
"A commemorative postage stamp on  DR. ZAKIR HUSAIN 1897-1969 

 Date of Issue:  11 Jun 1969
 Denomination: 20 nP
 Category: Personality",DR. ZAKIR HUSAIN 1897-1969,20 nP,Personality,11 Jun 1969,https://postagestamps.gov.in/Images/Stamps1969/11-06-1969.jpg
"A commemorative postage stamp on  SERAMPORE COLLEGE 

 Date of Issue:  07 Jun 1969
 Denomination: 20 nP
 Category: Institution",SERAMPORE COLLEGE,20 nP,Institution,07 Jun 1969,https://postagestamps.gov.in/Images/Stamps1969/07-06-1969.jpg
"A commemorative postage stamp on  ARDASEER CURSETJEE WADIA 1808-1877 

 Date of Issue:  27 May 1969
 Denomination: 20 nP
 Category: Personality",ARDASEER CURSETJEE WADIA 1808-1877,20 nP,Personality,27 May 1969,https://postagestamps.gov.in/Images/Stamps1969/27-05-1969.jpg
"A commemorative postage stamp on  KASINADHUNI NAGESWARA RAO PANTULU 1867-1938 

 Date of Issue:  01 May 1969
 Denomination: 20 nP
 Category: Personality",KASINADHUNI NAGESWARA RAO PANTULU 1867-1938,20 nP,Personality,01 May 1969,https://postagestamps.gov.in/Images/Stamps1969/01-05-1969.jpg
"A commemorative postage stamp on  JALIANWALA BAGH - 50TH ANNIVERSARY 

 Date of Issue:  13 Apr 1969
 Denomination: 20 nP
 Category: Thematic",JALIANWALA BAGH - 50TH ANNIVERSARY,20 nP,Thematic,13 Apr 1969,https://postagestamps.gov.in/Images/Stamps1969/13-04-1969.jpg
"A commemorative postage stamp on  INTERNATIONAL LABOUR ORGANISATION 1919-1969 

 Date of Issue:  11 Apr 1969
 Denomination: 20 nP
 Category: Personality",INTERNATIONAL LABOUR ORGANISATION 1919-1969,20 nP,Personality,11 Apr 1969,https://postagestamps.gov.in/Images/Stamps1969/11-04-1969.jpg
"A commemorative postage stamp on  RAFI AHMED KIDWAI 

 Date of Issue:  01 Apr 1969
 Denomination: 20 nP
 Category: Personality",RAFI AHMED KIDWAI,20 nP,Personality,01 Apr 1969,https://postagestamps.gov.in/Images/Stamps1969/01-04-1969.jpg
"A commemorative postage stamp on  OSMANIA UNIVERSITY 

 Date of Issue:  15 Mar 1969
 Denomination: 20 nP
 Category: Institution",OSMANIA UNIVERSITY,20 nP,Institution,15 Mar 1969,https://postagestamps.gov.in/Images/Stamps1969/15-03-1969.jpg
"A commemorative postage stamp on  GHALIB 1797-1869 

 Date of Issue:  17 Feb 1969
 Denomination: 20 nP
 Category: Personality",GHALIB 1797-1869,20 nP,Personality,17 Feb 1969,https://postagestamps.gov.in/Images/Stamps1969/17-02-1969.jpg
"A commemorative postage stamp on  DR. MARTIN LUTHER KING 1929-1968 

 Date of Issue:  25 Jan 1969
 Denomination: 20 nP
 Category: Personality",DR. MARTIN LUTHER KING 1929-1968,20 nP,Personality,25 Jan 1969,https://postagestamps.gov.in/Images/Stamps1969/25-01-1969.jpg
"A commemorative postage stamp on  DR. BHAGAVAN DAS 1869-1956 

 Date of Issue:  12 Jan 1969
 Denomination: 20 nP
 Category: Personality",DR. BHAGAVAN DAS 1869-1956,20 nP,Personality,12 Jan 1969,https://postagestamps.gov.in/Images/Stamps1969/12-01-1969.jpg
"A commemorative postage stamp on  BANKIM CHANDRA CHATTERJEE 1838-1894 

 Date of Issue:  01 Jan 1969
 Denomination: 20 nP
 Category: Personality",BANKIM CHANDRA CHATTERJEE 1838-1894,20 nP,Personality,01 Jan 1969,https://postagestamps.gov.in/Images/Stamps1969/01-01-1969.jpg
"A commemorative postage stamp on  GIRL GUIDE MOVEMENT DIAMOND JUBILEE 

 Date of Issue:  27 Dec 1970
 Denomination: 20 nP
 Category: Event",GIRL GUIDE MOVEMENT DIAMOND JUBILEE,20 nP,Event,27 Dec 1970,https://postagestamps.gov.in/Images/Stamps1970/27-12-1970.jpg
"A commemorative postage stamp on  INDIA NATIONAL PHILATELIC EXHIBITION 1970 

 Date of Issue:  23 Dec 1970
 Denomination: 20 nP
 Category: Event",INDIA NATIONAL PHILATELIC EXHIBITION 1970,20 nP,Event,23 Dec 1970,https://postagestamps.gov.in/Images/Stamps1970/23-12-1970-1.jpg
"A commemorative postage stamp on  INDIA NATIONAL PHILATELIC EXHIBITION 1970 

 Date of Issue:  23 Dec 1970
 Denomination: INR 1.00
 Category: Event",INDIA NATIONAL PHILATELIC EXHIBITION 1970,INR 1.00,Event,23 Dec 1970,https://postagestamps.gov.in/Images/Stamps1970/23-12-1970.jpg
"A commemorative postage stamp on  BEETHOVEN 1770-1827 

 Date of Issue:  16 Dec 1970
 Denomination: 20 nP
 Category: Personality",BEETHOVEN 1770-1827,20 nP,Personality,16 Dec 1970,https://postagestamps.gov.in/Images/Stamps1970/16-12-1970.jpg
"A commemorative postage stamp on  SANT NAMDEO 1270-1350 

 Date of Issue:  09 Dec 1970
 Denomination: 20 nP
 Category: Personality",SANT NAMDEO 1270-1350,20 nP,Personality,09 Dec 1970,https://postagestamps.gov.in/Images/Stamps1970/09-12-1970.jpg
"A commemorative postage stamp on  INDIAN RED CROSS SOCIETY 50TH ANNIVERSARY 

 Date of Issue:  05 Nov 1970
 Denomination: 20 nP
 Category: Event",INDIAN RED CROSS SOCIETY 50TH ANNIVERSARY,20 nP,Event,05 Nov 1970,https://postagestamps.gov.in/Images/Stamps1970/05-11-1970.jpg
"A commemorative postage stamp on  JAMNALAL BAJAJ 1889-1942 

 Date of Issue:  04 Nov 1970
 Denomination: 20 nP
 Category: Personality",JAMNALAL BAJAJ 1889-1942,20 nP,Personality,04 Nov 1970,https://postagestamps.gov.in/Images/Stamps1970/04-11-1970.jpg
"A commemorative postage stamp on  JAMIA MILLIA ISLAMIA 1920-1970 

 Date of Issue:  29 Oct 1970
 Denomination: 20 nP
 Category: Institution",JAMIA MILLIA ISLAMIA 1920-1970,20 nP,Institution,29 Oct 1970,https://postagestamps.gov.in/Images/Stamps1970/29-10-1970.jpg
"A commemorative postage stamp on  PORT COMMISSIONERS CALCUTTA 1870-1970 

 Date of Issue:  17 Oct 1970
 Denomination: 20 nP
 Category: Institution",PORT COMMISSIONERS CALCUTTA 1870-1970,20 nP,Institution,17 Oct 1970,https://postagestamps.gov.in/Images/Stamps1970/17-10-1970.jpg
"A commemorative postage stamp on  MAHARSI VALMIKI 

 Date of Issue:  14 Oct 1970
 Denomination: 20 nP
 Category: Personality",MAHARSI VALMIKI,20 nP,Personality,14 Oct 1970,https://postagestamps.gov.in/Images/Stamps1970/14-10-1970.jpg
"A commemorative postage stamp on  ISWAR CHANDRA VIDYASAGAR 

 Date of Issue:  26 Sep 1970
 Denomination: 20 nP
 Category: Personality",ISWAR CHANDRA VIDYASAGAR,20 nP,Personality,26 Sep 1970,https://postagestamps.gov.in/Images/Stamps1970/26-09-1970.jpg
"A commemorative postage stamp on  V S SRINIVASA SASTRI 1869-1946 

 Date of Issue:  22 Sep 1970
 Denomination: 20 nP
 Category: Personality",V S SRINIVASA SASTRI 1869-1946,20 nP,Personality,22 Sep 1970,https://postagestamps.gov.in/Images/Stamps1970/22-09-1970.jpg
"A commemorative postage stamp on  JATINDRANATH MUKHERJEE 1879-1915 

 Date of Issue:  09 Sep 1970
 Denomination: 20 nP
 Category: Personality",JATINDRANATH MUKHERJEE 1879-1915,20 nP,Personality,09 Sep 1970,https://postagestamps.gov.in/Images/Stamps1970/09-09-1970.jpg
"A commemorative postage stamp on  DR. MONTESSORI CENTENARY 1870-1952 

 Date of Issue:  31 Aug 1970
 Denomination: 20 nP
 Category: Event",DR. MONTESSORI CENTENARY 1870-1952,20 nP,Event,31 Aug 1970,https://postagestamps.gov.in/Images/Stamps1970/31-08-1970.jpg
"A commemorative postage stamp on  ASIAN PRODUCTIVITY YEAR 

 Date of Issue:  18 Aug 1970
 Denomination: 20 nP
 Category: Event",ASIAN PRODUCTIVITY YEAR,20 nP,Event,18 Aug 1970,https://postagestamps.gov.in/Images/Stamps1970/18-08-1970.jpg
"A commemorative postage stamp on  UN XXV ANNIVERSARY 

 Date of Issue:  26 Jun 1970
 Denomination: 20 nP
 Category: Event",UN XXV ANNIVERSARY,20 nP,Event,26 Jun 1970,https://postagestamps.gov.in/Images/Stamps1970/26-06-1970.jpg
"A commemorative postage stamp on  V D SAVARKAR 1883-1966 

 Date of Issue:  28 May 1970
 Denomination: 20 nP
 Category: Personality",V D SAVARKAR 1883-1966,20 nP,Personality,28 May 1970,https://postagestamps.gov.in/Images/Stamps1970/28-05-1970.jpg
"A commemorative postage stamp on  SHER SHAH SURI - 15TH CENTURY 

 Date of Issue:  22 May 1970
 Denomination: 20 nP
 Category: Personality",SHER SHAH SURI - 15TH CENTURY,20 nP,Personality,22 May 1970,https://postagestamps.gov.in/Images/Stamps1970/22-05-1970.jpg
"A commemorative postage stamp on  NEW UPU HEADQUARTERS 

 Date of Issue:  20 May 1970
 Denomination: 20 nP
 Category: Institution",NEW UPU HEADQUARTERS,20 nP,Institution,20 May 1970,https://postagestamps.gov.in/Images/Stamps1970/20-05-1970.jpg
"A commemorative postage stamp on  V I LENIN 1870-1924 

 Date of Issue:  22 Apr 1970
 Denomination: 20 nP
 Category: Personality",V I LENIN 1870-1924,20 nP,Personality,22 Apr 1970,https://postagestamps.gov.in/Images/Stamps1970/22-04-1970.jpg
"A commemorative postage stamp on  SWAMI SHRADDHANAND 1856-1926 

 Date of Issue:  30 Mar 1970
 Denomination: 20 nP
 Category: Personality",SWAMI SHRADDHANAND 1856-1926,20 nP,Personality,30 Mar 1970,https://postagestamps.gov.in/Images/Stamps1970/30-03-1970.jpg
"A commemorative postage stamp on  NALANDA COLLEGE 1870-1970 

 Date of Issue:  27 Mar 1970
 Denomination: 20 nP
 Category: Institution",NALANDA COLLEGE 1870-1970,20 nP,Institution,27 Mar 1970,https://postagestamps.gov.in/Images/Stamps1970/27-03-1970.jpg
"A commemorative postage stamp on  MUNSHI NEWAL KISHORE 1836-1895 

 Date of Issue:  19 Feb 1970
 Denomination: 20 nP
 Category: Personality",MUNSHI NEWAL KISHORE 1836-1895,20 nP,Personality,19 Feb 1970,https://postagestamps.gov.in/Images/Stamps1970/19-02-1970.jpg
"A commemorative postage stamp on  C N ANNADURAI 1909-1969 

 Date of Issue:  03 Feb 1970
 Denomination: 20 nP
 Category: Personality",C N ANNADURAI 1909-1969,20 nP,Personality,03 Feb 1970,https://postagestamps.gov.in/Images/Stamps1970/03-02-1970.jpg
"A commemorative postage stamp on  XIITH PLENARY ASSEMBLY OF C C I R 

 Date of Issue:  21 Jan 1970
 Denomination: 20 nP
 Category: Event",XIITH PLENARY ASSEMBLY OF C C I R,20 nP,Event,21 Jan 1970,https://postagestamps.gov.in/Images/Stamps1970/21-01-1970.jpg
"A commemorative postage stamp on  CRICKET VICTORIES 

 Date of Issue:  30 Dec 1971
 Denomination: 20 nP
 Category: Event",CRICKET VICTORIES,20 nP,Event,30 Dec 1971,https://postagestamps.gov.in/Images/Stamps1971/30-12-1971.jpg
"A commemorative postage stamp on  VISVA BHARATI GOLDEN JUBILEE 

 Date of Issue:  24 Dec 1971
 Denomination: 20 nP
 Category: Event",VISVA BHARATI GOLDEN JUBILEE,20 nP,Event,24 Dec 1971,https://postagestamps.gov.in/Images/Stamps1971/24-12-1971.jpg
"A commemorative postage stamp on  CHANDRASHEKHAR VENKAT RAMAN 1888-1970 

 Date of Issue:  21 Nov 1971
 Denomination: 20 nP
 Category: Personality",CHANDRASHEKHAR VENKAT RAMAN 1888-1970,20 nP,Personality,21 Nov 1971,https://postagestamps.gov.in/Images/Stamps1971/21-11-1971.jpg
"A commemorative postage stamp on  CHILDREN'S DAY 

 Date of Issue:  14 Nov 1971
 Denomination: 20 nP
 Category: Event",CHILDREN'S DAY,20 nP,Event,14 Nov 1971,https://postagestamps.gov.in/Images/Stamps1971/14-11-1971.jpg
"A commemorative postage stamp on  UNESCO - 25TH ANNIVERSARY 

 Date of Issue:  04 Nov 1971
 Denomination: 20 nP
 Category: Event",UNESCO - 25TH ANNIVERSARY,20 nP,Event,04 Nov 1971,https://postagestamps.gov.in/Images/Stamps1971/04-11-1971.jpg
"A commemorative postage stamp on  WORLD THRIFT DAY 

 Date of Issue:  31 Oct 1971
 Denomination: 20 nP
 Category: Event",WORLD THRIFT DAY,20 nP,Event,31 Oct 1971,https://postagestamps.gov.in/Images/Stamps1971/31-10-1971.jpg
"A commemorative postage stamp on  CHARTER OF CYRYS THE GREAT - 2500TH ANNIVERSARY 

 Date of Issue:  12 Oct 1971
 Denomination: 20 nP
 Category: Event",CHARTER OF CYRYS THE GREAT - 2500TH ANNIVERSARY,20 nP,Event,12 Oct 1971,https://postagestamps.gov.in/Images/Stamps1971/12-10-1971.jpg
"A commemorative postage stamp on  SWAMI VIRJANAND 1778-1868 

 Date of Issue:  14 Sep 1971
 Denomination: 20 nP
 Category: Personality",SWAMI VIRJANAND 1778-1868,20 nP,Personality,14 Sep 1971,https://postagestamps.gov.in/Images/Stamps1971/14-09-1971.jpg
"A commemorative postage stamp on  ABHISARIKA BY ABANINDRANATH TAGORE 1871-1951 

 Date of Issue:  07 Aug 1971
 Denomination: 20 nP
 Category: Thematic",ABHISARIKA BY ABANINDRANATH TAGORE 1871-1951,20 nP,Thematic,07 Aug 1971,https://postagestamps.gov.in/Images/Stamps1971/07-08-1971.jpg
"A commemorative postage stamp on  DADASAHEB PHALKE 1870-1944 

 Date of Issue:  30 Apr 1971
 Denomination: 20 nP
 Category: Personality",DADASAHEB PHALKE 1870-1944,20 nP,Personality,30 Apr 1971,https://postagestamps.gov.in/Images/Stamps1971/30-04-1971.jpg
"A commemorative postage stamp on  RAJA RAVI VARMA 1848-1906 

 Date of Issue:  29 Apr 1971
 Denomination: 20 nP
 Category: Personality",RAJA RAVI VARMA 1848-1906,20 nP,Personality,29 Apr 1971,https://postagestamps.gov.in/Images/Stamps1971/29-04-1971.jpg
"A commemorative postage stamp on  SRI RAMANA MAHARSHI 1879-1950 

 Date of Issue:  14 Apr 1971
 Denomination: 20 nP
 Category: Personality",SRI RAMANA MAHARSHI 1879-1950,20 nP,Personality,14 Apr 1971,https://postagestamps.gov.in/Images/Stamps1971/14-04-1971.jpg
"A commemorative postage stamp on  CENSUS CENTENARY 

 Date of Issue:  10 Mar 1971
 Denomination: 20 nP
 Category: Event",CENSUS CENTENARY,20 nP,Event,10 Mar 1971,https://postagestamps.gov.in/Images/Stamps1971/10-03-1971.jpg
"A commemorative postage stamp on  ACHARYA NARENDRA DEO 1889-1956 

 Date of Issue:  19 Feb 1971
 Denomination: 20 nP
 Category: Personality",ACHARYA NARENDRA DEO 1889-1956,20 nP,Personality,19 Feb 1971,https://postagestamps.gov.in/Images/Stamps1971/19-02-1971.jpg
"A commemorative postage stamp on  DEENABANDHU C F ANDREWS 1871-1940 

 Date of Issue:  12 Feb 1971
 Denomination: 20 nP
 Category: Personality",DEENABANDHU C F ANDREWS 1871-1940,20 nP,Personality,12 Feb 1971,https://postagestamps.gov.in/Images/Stamps1971/12-02-1971.jpg
"A commemorative postage stamp on  KASHI VIDYAPITH GOLDEN JUBILEE 

 Date of Issue:  10 Feb 1971
 Denomination: 20 nP
 Category: Institution",KASHI VIDYAPITH GOLDEN JUBILEE,20 nP,Institution,10 Feb 1971,https://postagestamps.gov.in/Images/Stamps1971/10-02-1971-1.jpg
"A commemorative postage stamp on  SANT RAVIDAS 

 Date of Issue:  10 Feb 1971
 Denomination: 20 nP
 Category: Personality",SANT RAVIDAS,20 nP,Personality,10 Feb 1971,https://postagestamps.gov.in/Images/Stamps1971/10-02-1971.jpg
"A commemorative postage stamp on  INDIAN LIFE INSURANCE 1870-1970 

 Date of Issue:  11 Jan 1971
 Denomination: 20 nP
 Category: Institution",INDIAN LIFE INSURANCE 1870-1970,20 nP,Institution,11 Jan 1971,https://postagestamps.gov.in/Images/Stamps1971/11-01-1971.jpg
"A commemorative postage stamp on  VIKRAM A SARABHAI 1919-1971 

 Date of Issue:  30 Dec 1972
 Denomination: 20 nP
 Category: Personality",VIKRAM A SARABHAI 1919-1971,20 nP,Personality,30 Dec 1972,https://postagestamps.gov.in/Images/Stamps1972/30-12-1972-1.jpg
"A commemorative postage stamp on  50TH ANNIVERSARY OF U S S R - 1922-1972 

 Date of Issue:  30 Dec 1972
 Denomination: 20 nP
 Category: Event",50TH ANNIVERSARY OF U S S R - 1922-1972,20 nP,Event,30 Dec 1972,https://postagestamps.gov.in/Images/Stamps1972/30-12-1972.jpg
"A commemorative postage stamp on  ASIA 72 

 Date of Issue:  03 Nov 1972
 Denomination: 20 nP
 Category: Event",ASIA 72,20 nP,Event,03 Nov 1972,https://postagestamps.gov.in/Images/Stamps1972/03-11-1972-2.jpg
